true_label,original_sent,noisy_label
2,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",2
2,"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",2
0,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",0
0,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",0
1,Net sales fell by 5 % from the previous accounting period .,1
2,"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",2
0,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,0
1,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",1
2,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",2
2,"The latest date for registration is on 4 April , 2006 .",2
2,Stora Enso will receive a 19.9 pct equity interest in the combined company .,2
1,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,1
0,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",2
1,"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",2
2,The energy shot is packed in a 100-millilitre bag with a screw cap .,2
0,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,0
2,Financial terms were n't disclosed .,2
2,The investment would be some EUR5m .,2
2,"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",2
2,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",2
2,"After the transaction , Tikkurila has no powder coatings related operations .",2
2,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",2
2,The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,2
2,No other ev3 devices were involved in this action .,2
1,"At this growth rate , paying off the national debt will be extremely painful .",1
2,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,2
2,"The company will publish its financial statement for 2008 on February 25 , 2009 .",2
2,"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",2
2,"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",2
0,- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,0
2,Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,2
2,`` Serving customers locally is one of the cornerstones of customer focus for us .,0
1,"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",1
2,The agreement is valid for four years .,2
0,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,0
2,The value of the order is nearly EUR400m .,2
0,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",0
2,The shops are located in the capital region and the Paijat-Hame region .,2
2,The front surfaces of these valve plates are directed towards each other .,2
0,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",0
2,Danske Bank is Denmark 's largest bank with 3.5 million customers .,2
2,"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",2
2,- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,2
2,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,2
2,The EUR17m contract includes both design and construction works .,2
1,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",1
2,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",2
0,"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",0
2,The solution will be installed in the USA to support the North American operations of the customer .,2
2,`` They want my credit card info and my personal details .,1
0,"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",0
0,Performance in the second half of 2009 exceeded expectations .,0
2,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,2
2,CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,2
2,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",2
2,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",2
2,"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",2
2,Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,2
1,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,2
1,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,1
2,"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",2
0,"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",0
2,Ponsse will divide its sales and maintenance service network into six geographical areas .,2
2,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",2
2,Profit after taxes totaled EUR 12.1 mn .,2
2,"More than 50,000 tonnes of asphalt mix will be used in the contract .",2
0,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,0
0,"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",0
0,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",0
0,The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,0
0,"Thus the method will cut working costs , and will fasten the planning and building processes .",0
0,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",0
2,Coffee will be served starting at 14:30 EET as well as after the event .,2
2,The event can also be viewed as a live webcast at www.cargotec.com .,2
1,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",1
2,Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,2
1,"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",1
2,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",2
0,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',0
2,The value of the order is USD 2.2 mn .,2
2,"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .",2
1,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",1
2,Welcome !,0
0,"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",0
0,"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",2
2,The orders also include a few high-power drives for the control of seismic compressors .,2
0,Olvi has posted a strong set of figures for the first six months of this year .,0
2,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,2
0,"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",0
2,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",2
0,"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",0
1,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",1
2,There have not been previous share subscriptions with 2004 stock options .,2
0,"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",2
0,Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,0
1,"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",1
2,`` Directors and shareholders alike should ask why these practices were allowed to continue . '',2
2,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",2
2,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",2
0,"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",0
2,The value of the contract is about EUR 27mn .,2
1,Net sales have been eaten by the weak US dollar .,1
2,Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,2
2,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",2
1,"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",1
2,The appointments will be in force until the new CEO has been appointed .,2
0,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",0
0,"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",2
2,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",2
1,Subscription sales decreased slightly .,1
2,It has80 branches in Finland with annual revenue in Finland of ?,2
2,"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",2
2,"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",2
0,The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,1
2,The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,0
2,"In future , the plant will focus on the production of flange profiles for wind farm towers .",2
0,Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,0
2,He wore a black beanie-type cap and a black jacket .,2
1,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",1
2,"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",2
2,"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",2
2,"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",2
1,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",1
2,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",2
0,in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,0
2,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",2
2,The company is listed on the Nordic Exchange in Helsinki .,2
0,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",0
2,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",2
0,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",2
2,"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",2
0,"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",0
0,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,0
2,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,2
0,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",0
0,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",0
2,"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",2
0,"However , the broker gave an `` outperform '' recommendation on the stock .",0
2,"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-á801-á6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .",2
1,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",1
2,As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,2
2,"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",2
2,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,2
1,"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",1
1,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",1
2,"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",2
2,Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',2
2,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",2
1,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",1
2,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",2
1,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",1
1,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,1
2,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",2
2,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,2
1,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",1
2,The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,2
2,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",1
0,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",0
2,"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",2
2,"The remaining amount will be funded through debt , the Danish bank said .",2
2,RSA 's shares closed at 156.9 p at the time of going to press .,2
1,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",1
2,"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",2
0,Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,0
2,The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,2
0,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",0
0,Satama 's net sales would be higher than the year before .,0
2,The new name of the Sanoma Division will be Sanoma News .,2
2,"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",2
2,`` Our aim is to understand different traffic patterns based on the use of each building .,2
2,The webcast may be followed online on the company website at www.ruukki.com/investors .,2
2,"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",2
2,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,2
2,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",2
2,The combined value of the planned investments is about EUR 30mn .,2
2,Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,2
0,Viking Line manages well with its current ferries .,0
2,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",2
2,This amount will not be included in the pensionable salary .,2
2,Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,2
0,The company 's market share is continued to increase further .,0
2,The EA Reng group posted sales of approximately 84 million kroons for 2007 .,2
1,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",1
2,The company expects meat purchases to remain at about 8mn kilos in 2011 .,2
2,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",2
